Color,Size,Flavor,Packaging Type,Quantity
8,1,9,Bag,8066.0
38,5,11,Bag,8063.0
32,2,8,Bag,8023.0
15,5,6,Bag,8021.0
19,2,10,Bag,8009.0
6,1,3,Bag,7926.0
33,3,7,Bag,7862.0
24,2,7,Bag,7828.0
25,4,10,Bag,7778.0
21,5,10,Bag,7761.0
18,2,10,Bag,7746.0
10,5,5,Bag,7718.0
28,3,8,Bag,7713.0
20,1,7,Bag,7696.8721739130415
8,2,4,Bag,7692.0
39,1,9,Bag,7679.0
20,3,9,Bag,7647.0
6,1,10,Bag,7612.0
38,2,7,Bag,7573.0
35,5,9,Bag,7537.0
28,5,6,Bag,7504.0
6,1,5,Bag,7489.0
8,3,6,Bag,7479.0
25,1,10,Bag,7459.0
9,5,8,Bag,7415.0
32,4,2,Bag,7365.0
4,2,6,Bag,7364.0
28,3,4,Bag,7362.0
37,3,8,Bag,7320.0
23,1,5,Bag,7283.0
32,1,5,Bag,7266.0
13,2,8,Bag,7261.0
28,5,5,Bag,7253.0
33,5,11,Bag,7247.0
19,5,12,Bag,7239.0
28,2,11,Bag,7237.0
13,3,6,Bag,7213.0
23,5,5,Bag,7190.0
15,2,6,Bag,7185.0
28,5,7,Bag,7178.0
6,5,8,Bag,7170.0
6,1,4,Bag,7170.0
8,4,6,Bag,7169.0
7,3,8,Bag,7124.0
28,1,9,Bag,7094.0
28,2,6,Bag,7079.489999999998
4,2,9,Bag,7070.5
22,3,6,Bag,7047.0
25,5,11,Bag,7016.199999999997
37,5,7,Bag,7010.899999999996
6,5,10,Bag,7000.0
38,2,5,Bag,6999.0
6,2,11,Bag,6976.0
3,5,5,Bag,6966.0
32,3,1,Bag,6958.0
22,4,7,Bag,6956.0
18,2,7,Bag,6921.999999999993
12,3,12,Bag,6906.0
3,3,10,Bag,6847.0
33,4,7,Bag,6846.0
7,3,1,Bag,6807.0
16,2,7,Bag,6766.0
37,3,5,Bag,6729.0
19,2,11,Bag,6712.0
35,4,8,Bag,6710.0
39,2,2,Bag,6688.0
9,1,10,Bag,6668.669999999991
38,2,12,Bag,6647.0
28,5,10,Bag,6640.0
24,4,9,Bag,6636.0
28,3,10,Bag,6587.0
18,5,2,Bag,6586.0
19,5,8,Bag,6571.0
18,5,11,Bag,6532.0
3,3,12,Bag,6531.0
33,5,9,Bag,6529.0
16,3,8,Bag,6516.0
33,3,6,Bag,6509.0
18,2,11,Bag,6505.038461538468
6,1,12,Bag,6493.0
36,2,6,Bag,6486.0
24,3,9,Bag,6466.0
16,5,10,Bag,6442.0
22,1,4,Bag,6440.0
24,5,8,Bag,6436.899999999994
3,5,9,Bag,6396.0
22,1,7,Bag,6391.0
3,2,7,Bag,6382.0
33,4,6,Bag,6378.0
38,1,8,Bag,6374.0
24,5,6,Bag,6319.0
7,1,5,Bag,6281.0
38,4,8,Bag,6262.0
16,3,12,Bag,6255.0
25,2,11,Bag,6161.0
4,2,8,Bag,6139.0
18,3,10,Bag,6107.0
21,3,10,Bag,6087.0
3,4,5,Bag,6079.5
22,4,12,Bag,6076.0
18,5,8,Bag,6029.0
16,2,8,Bag,5992.0
10,5,8,Bag,5975.0
15,5,5,Bag,5973.5
8,4,7,Bag,5950.0
32,2,5,Bag,5948.0
33,5,6,Bag,5917.0
6,5,12,Bag,5917.0
32,5,5,Bag,5908.0
23,3,3,Bag,5894.097692307674
10,5,7,Bag,5869.0
8,1,8,Bag,5843.0
25,1,9,Bag,5802.5
7,3,9,Bag,5791.0
16,2,9,Bag,5786.0
8,4,5,Bag,5764.0
39,1,6,Bag,5748.0
24,2,5,Bag,5740.5
25,4,5,Bag,5738.0
7,4,7,Bag,5732.0
38,3,8,Bag,5726.0
28,3,9,Bag,5726.0
23,5,3,Bag,5715.636923076905
7,2,9,Bag,5677.0
28,1,10,Bag,5666.0
7,2,6,Bag,5663.0
18,2,9,Bag,5649.0
8,3,8,Bag,5649.0
19,3,9,Bag,5626.0
35,5,6,Bag,5611.75
21,5,12,Bag,5608.0
7,1,9,Bag,5600.0
16,2,10,Bag,5598.0
7,4,9,Bag,5576.0
39,5,12,Bag,5573.0
15,4,5,Bag,5561.0
6,3,6,Bag,5560.0
37,2,10,Bag,5552.0
28,4,10,Bag,5548.0
28,3,5,Bag,5520.0
39,3,10,Bag,5519.6111111111095
33,3,8,Bag,5518.0
20,3,10,Bag,5498.0
8,1,11,Bag,5498.0
24,2,9,Bag,5490.4782608695605
4,1,8,Bag,5482.0
35,2,7,Bag,5466.0
4,4,9,Bag,5460.0
12,2,11,Bag,5450.0
20,5,4,Bag,5448.0999999999985
16,5,11,Bag,5435.0
6,5,5,Bag,5434.0
21,5,9,Bag,5398.0
6,2,7,Bag,5389.0
9,5,5,Bag,5376.5
7,2,5,Bag,5372.5
36,4,7,Bag,5332.0
19,4,11,Bag,5327.0
39,5,9,Bag,5323.0
32,4,3,Bag,5317.0
38,3,10,Bag,5299.0
10,5,9,Bag,5290.0
33,4,9,Bag,5285.686936936945
25,5,5,Bag,5255.0
4,3,12,Bag,5238.578947368427
7,3,2,Bag,5228.0
39,2,4,Bag,5223.0
16,1,12,Bag,5221.0
18,3,8,Bag,5215.0
39,4,1,Bag,5206.0
7,5,7,Bag,5205.0
37,1,6,Bag,5201.878260869562
32,5,7,Bag,5191.0
8,2,11,Bag,5189.0
3,4,10,Bag,5179.0
39,3,7,Bag,5166.0
28,3,11,Bag,5164.0
4,4,10,Bag,5164.0
35,2,8,Bag,5150.0
3,4,7,Bag,5138.0
6,3,10,Bag,5094.0
22,4,9,Bag,5091.0
19,1,12,Bag,5087.0
12,2,8,Bag,5080.0
36,2,5,Bag,5063.0
35,2,9,Bag,5038.0
32,4,1,Bag,5023.0
18,2,8,Bag,5002.0
22,3,8,Bag,4999.0
18,5,7,Bag,4977.0
7,2,10,Bag,4974.0
36,4,8,Bag,4963.0
28,1,11,Bag,4961.600000000006
10,1,11,Bag,4947.299999999996
24,3,7,Bag,4935.0
3,4,8,Bag,4917.0
21,1,12,Bag,4915.0
18,3,11,Bag,4915.0
39,5,8,Bag,4895.0
35,2,6,Bag,4891.041666666664
18,5,6,Bag,4880.0
15,2,5,Bag,4840.5
7,1,4,Bag,4840.473684210527
12,3,9,Bag,4840.015151515145
33,4,5,Bag,4833.0
20,5,9,Bag,4828.0
18,1,9,Bag,4824.0
9,1,7,Bag,4814.0
8,5,10,Bag,4803.0
10,4,8,Bag,4764.0
18,4,10,Bag,4732.0
19,1,11,Bag,4730.0
6,2,12,Bag,4704.0
18,5,5,Bag,4702.0
32,2,4,Bag,4680.681818181816
9,1,9,Bag,4671.0
3,3,9,Bag,4653.0
12,5,7,Bag,4636.0
28,2,9,Bag,4594.0
24,2,6,Bag,4574.0
39,4,11,Bag,4558.0
39,2,7,Bag,4555.0
32,1,6,Bag,4553.0
8,2,2,Bag,4517.0
38,5,8,Bag,4510.0
8,1,5,Bag,4492.0
8,3,7,Bag,4490.0
7,5,6,Bag,4487.0
36,2,11,Bag,4447.220000000001
35,5,7,Bag,4439.0
15,3,11,Bag,4434.0
39,4,3,Bag,4368.0
28,4,9,Bag,4351.0
7,3,4,Bag,4350.0
38,5,12,Bag,4348.0
22,1,5,Bag,4313.0
3,3,11,Bag,4310.0
35,1,12,Bag,4307.0
7,2,7,Bag,4282.0
36,2,8,Bag,4266.0
32,4,4,Bag,4265.0
39,4,12,Bag,4244.0
38,4,9,Bag,4239.0
6,3,11,Bag,4222.0
14,4,7,Bag,4218.0
13,5,5,Bag,4217.0
8,5,7,Bag,4215.0
9,3,7,Bag,4214.0
39,5,10,Bag,4193.0
28,3,6,Bag,4190.0
24,4,7,Bag,4182.199999999997
9,1,8,Bag,4156.0
22,1,6,Bag,4115.0
23,4,6,Bag,4083.0
19,2,12,Bag,4068.0
25,1,11,Bag,4060.0
28,4,11,Bag,4058.4199999999983
8,1,7,Bag,4054.0
6,1,8,Bag,4049.0
22,1,11,Bag,4046.0
21,3,11,Bag,4041.0
6,4,8,Bag,4006.0
36,1,9,Bag,3991.0
38,2,3,Bag,3963.0
23,4,7,Bag,3961.0
12,1,11,Bag,3942.0
33,5,7,Bag,3929.0
8,5,12,Bag,3929.0
24,4,12,Bag,3908.0
7,3,6,Bag,3895.0
32,3,2,Bag,3884.0
16,2,12,Bag,3879.0
25,4,7,Bag,3848.0
33,1,6,Bag,3834.0
37,3,4,Bag,3830.4000000000087
8,4,4,Bag,3830.0
8,1,12,Bag,3825.0
6,5,3,Bag,3808.0
14,5,9,Bag,3797.8899999999994
13,5,9,Bag,3781.0
15,4,6,Bag,3764.0
7,3,3,Bag,3755.0
23,1,9,Bag,3754.239999999998
16,5,9,Bag,3684.0
15,2,7,Bag,3672.0
21,5,7,Bag,3671.5
38,2,10,Bag,3651.0
23,5,4,Bag,3644.0
25,5,10,Bag,3620.0
18,5,1,Bag,3619.0
24,5,5,Bag,3601.0
28,3,7,Bag,3581.0
22,1,8,Bag,3581.0
22,2,5,Bag,3579.5
38,2,1,Bag,3579.0
16,1,9,Bag,3578.0
33,5,12,Bag,3551.0
12,3,10,Bag,3550.0
9,5,7,Bag,3541.0
38,2,11,Bag,3533.0
4,3,8,Bag,3525.0
16,2,11,Bag,3520.0
6,4,7,Bag,3515.0
3,5,12,Bag,3506.5
19,3,12,Bag,3483.9999999999964
18,1,7,Bag,3482.0
13,3,7,Bag,3479.0
13,5,6,Bag,3472.0
38,1,6,Bag,3455.0
8,5,9,Bag,3455.0
22,1,10,Bag,3412.0
38,5,10,Bag,3409.0
39,2,10,Bag,3396.0
25,5,9,Bag,3380.0
28,4,8,Bag,3364.0
3,5,11,Bag,3363.0
38,2,8,Bag,3341.0
39,4,5,Bag,3328.0
35,1,10,Bag,3313.0
38,2,4,Bag,3309.0
28,5,11,Bag,3299.0
25,5,6,Bag,3276.0
6,1,7,Bag,3242.0
38,5,9,Bag,3238.0
6,4,5,Bag,3237.0000000000036
12,2,7,Bag,3234.0
8,2,9,Bag,3221.0
22,2,6,Bag,3216.0
18,1,10,Bag,3212.0
28,5,4,Bag,3203.0
6,5,4,Bag,3182.0
39,4,6,Bag,3179.0
9,5,6,Bag,3145.0
35,5,8,Bag,3140.0
39,2,8,Bag,3138.0
19,5,10,Bag,3109.0
36,1,10,Bag,3105.0
18,3,7,Bag,3076.0
39,1,10,Bag,3030.0
18,3,4,Bag,3021.0
13,5,8,Bag,3003.0
38,3,12,Bag,2984.0
12,1,9,Bag,2962.0
3,5,8,Bag,2954.0
8,1,4,Bag,2952.0
37,2,6,Bag,2942.073913043474
19,3,11,Bag,2942.0
37,2,7,Bag,2922.0
32,1,3,Bag,2921.0599999999977
39,2,6,Bag,2889.0
36,1,7,Bag,2864.0
19,4,12,Bag,2856.0
39,2,5,Bag,2854.0
8,2,8,Bag,2838.0
18,5,12,Bag,2830.9999999999854
3,3,6,Bag,2816.5
7,3,11,Bag,2814.0
16,3,9,Bag,2793.0
22,1,9,Bag,2773.0
32,2,6,Bag,2753.0
33,3,9,Bag,2748.0
18,4,9,Bag,2744.0
39,4,10,Bag,2740.0
10,1,7,Bag,2719.0
24,3,10,Bag,2717.6200000000026
8,1,10,Bag,2715.0
28,2,7,Bag,2706.0
28,2,8,Bag,2704.0
24,3,6,Bag,2690.0
10,5,6,Bag,2668.0
18,1,12,Bag,2650.0
12,2,12,Bag,2637.0
8,4,9,Bag,2622.8157894736796
6,3,8,Bag,2611.0
8,2,3,Bag,2610.0
32,5,8,Bag,2595.9000000000015
16,3,7,Bag,2594.0
15,4,9,Bag,2593.5
22,4,6,Bag,2583.0
7,1,10,Bag,2576.0
18,1,4,Bag,2574.0
7,4,10,Bag,2570.0
36,4,6,Bag,2566.0799999999945
18,5,4,Bag,2558.0
21,2,12,Bag,2552.0
8,2,6,Bag,2546.0
12,2,9,Bag,2529.0
19,3,8,Bag,2517.0
12,2,10,Bag,2514.0
38,1,5,Bag,2485.0
28,4,5,Bag,2464.0800000000017
18,3,6,Bag,2458.0
28,2,12,Bag,2455.510000000002
36,4,10,Bag,2415.720000000001
28,4,7,Bag,2402.0
3,2,8,Bag,2392.0
22,4,11,Bag,2391.0
6,1,9,Bag,2390.0
3,5,4,Bag,2389.5
6,3,12,Bag,2386.0
25,4,6,Bag,2382.0
12,3,11,Bag,2378.0
28,5,8,Bag,2308.0
39,3,9,Bag,2301.0
21,1,11,Bag,2292.0
10,4,6,Bag,2283.5
39,2,9,Bag,2275.0
19,2,8,Bag,2244.0
39,2,12,Bag,2240.0
32,3,4,Bag,2219.7399999999834
37,1,7,Bag,2170.100000000006
24,5,4,Bag,2167.0
24,4,11,Bag,2138.0
8,1,6,Bag,2126.0
22,1,1,Bag,2090.0
6,3,4,Bag,2082.0
4,4,8,Bag,2074.5
6,3,5,Bag,2052.0
39,1,12,Bag,2050.0
6,3,3,Bag,2049.0
32,1,7,Bag,2031.0
38,5,7,Bag,2025.0
21,2,11,Bag,2018.0
21,3,12,Bag,2009.0
18,4,6,Bag,2001.0
33,5,10,Bag,1988.0
23,4,5,Bag,1976.310349650339
28,1,6,Bag,1963.3999999999942
16,1,10,Bag,1952.0
14,3,4,Bag,1932.0
8,5,6,Bag,1925.0
6,1,2,Bag,1904.965517241375
33,3,5,Bag,1886.6351351351368
39,5,7,Bag,1863.0
4,3,11,Bag,1843.0
14,3,5,Bag,1842.0
18,5,3,Bag,1821.0
3,3,8,Bag,1775.0
21,5,11,Bag,1768.0
35,5,10,Bag,1764.300000000003
25,4,9,Bag,1722.0
39,4,7,Bag,1720.0
38,3,7,Bag,1708.7142857142899
32,1,8,Bag,1670.4400000000023
16,3,10,Bag,1666.0
10,1,8,Bag,1657.0
3,5,7,Bag,1606.0
18,1,2,Bag,1596.8846153846098
10,5,10,Bag,1574.9900000000052
3,4,6,Bag,1567.0
38,2,9,Bag,1564.0
18,3,12,Bag,1546.0
22,5,9,Bag,1535.9399999999987
37,3,6,Bag,1502.0
37,5,6,Bag,1484.360869565222
14,5,6,Bag,1482.0
14,3,6,Bag,1479.880000000001
36,2,7,Bag,1452.0
16,1,8,Bag,1444.846153846156
22,4,5,Bag,1408.7027027027143
18,3,5,Bag,1407.0
8,2,5,Bag,1404.0
19,4,9,Bag,1402.0
25,3,10,Bag,1401.8999999999942
8,4,3,Bag,1380.9619883041014
18,1,5,Bag,1373.0
38,1,9,Bag,1361.0999999999985
6,5,9,Bag,1337.0
35,4,6,Bag,1322.0
23,4,8,Bag,1314.0
16,3,11,Bag,1298.0
39,5,11,Bag,1263.0
37,2,8,Bag,1263.0
23,1,6,Bag,1261.0
20,4,8,Bag,1253.229999999996
18,5,10,Bag,1224.0
18,1,11,Bag,1224.0
20,5,10,Bag,1218.9000000000015
19,5,7,Bag,1191.0
32,5,4,Bag,1189.0999999999985
6,3,7,Bag,1189.0
20,5,7,Bag,1165.0
16,2,6,Bag,1158.5
23,5,6,Bag,1157.0
16,3,6,Bag,1154.6153846153902
24,4,8,Bag,1087.0
19,2,9,Bag,1087.0
7,3,12,Bag,1061.0
3,5,6,Bag,1059.0
13,2,7,Bag,1056.0
36,3,8,Bag,1032.800000000003
20,5,8,Bag,988.0
24,2,8,Bag,961.0
36,1,6,Bag,921.0
21,2,9,Bag,900.5
6,5,2,Bag,835.9482758620725
12,1,7,Bag,756.7878787878799
7,3,7,Bag,657.0
25,3,9,Bag,643.5
21,1,10,Bag,636.0
13,3,5,Bag,553.0
18,4,5,Bag,532.0
22,3,5,Bag,445.5
33,5,5,Bag,444.9864864864867
13,5,10,Bag,418.81000000000495
36,1,11,Bag,399.5599999999977
23,1,4,Bag,393.0
4,3,6,Bag,338.5
35,1,9,Bag,319.319444444438
8,3,9,Bag,254.70000000000073
12,2,6,Bag,222.3636363636324
36,1,5,Bag,205.34000000000378
8,1,2,Bag,187.20370370369346
39,2,1,Bag,158.81481481481842
15,5,9,Bag,149.1999999999971
9,5,9,Bag,84.89999999999418
3,2,7,Box,11570.0
35,5,7,Box,11065.0
22,5,6,Box,10581.276216216214
6,3,4,Box,10557.5
22,4,12,Box,10487.499999999993
4,4,12,Box,10332.5
39,4,11,Box,9687.5
18,2,9,Box,9002.5
39,2,5,Box,8712.5
25,2,10,Box,8400.5
23,1,4,Box,8310.0
8,2,4,Box,8295.0
13,2,8,Box,8152.5
8,1,2,Box,8080.0
39,4,12,Box,8052.5
33,4,4,Box,7940.0
16,3,11,Box,7940.0
28,4,9,Box,7892.5
9,5,5,Box,7675.0
9,3,6,Box,7675.0
18,4,9,Box,7607.5
28,2,6,Box,7560.0
3,2,10,Box,7374.5
28,1,8,Box,7012.5
36,1,5,Box,6920.0
8,2,7,Box,6875.0
7,3,10,Box,6872.5
21,5,11,Box,6750.0
39,3,6,Box,6733.5
4,1,8,Box,6705.0
36,4,8,Box,6657.5
36,4,6,Box,6620.0
28,5,10,Box,6552.5
6,3,8,Box,6550.0
22,1,1,Box,6547.5
19,4,7,Box,6455.0
38,3,9,Box,6417.5
8,1,8,Box,6330.0
37,3,4,Box,6290.0
39,5,12,Box,6252.5
13,2,6,Box,6240.0
14,5,6,Box,6145.0
19,1,11,Box,6120.0
33,5,8,Box,6102.5
18,5,9,Box,6095.0
39,2,9,Box,6070.0
28,3,8,Box,6065.0
39,4,8,Box,6060.0
13,2,9,Box,6036.069999999992
15,4,7,Box,5990.0
35,5,6,Box,5950.0
18,4,8,Box,5845.0
24,3,8,Box,5842.5
13,2,5,Box,5823.0
22,3,5,Box,5575.0
22,1,6,Box,5532.5
8,4,6,Box,5510.0
19,5,12,Box,5502.5
7,3,12,Box,5460.0
18,5,11,Box,5450.0
18,3,4,Box,5442.5
22,4,8,Box,5415.0
7,3,6,Box,5402.5
39,1,12,Box,5392.5
38,5,11,Box,5367.5
24,2,5,Box,5330.0
39,5,10,Box,5312.5
38,2,2,Box,5292.5
16,3,7,Box,5277.5
36,1,10,Box,5227.5
23,4,5,Box,5205.0
4,1,9,Box,5187.5
6,4,8,Box,5134.499999999996
16,3,12,Box,5132.5
28,5,11,Box,5071.720000000001
38,5,12,Box,5050.0
28,3,3,Box,4967.5
38,2,7,Box,4950.0
13,5,5,Box,4935.0
28,1,9,Box,4920.0
6,2,6,Box,4911.3620689655145
23,5,4,Box,4905.0
24,5,6,Box,4902.5
38,2,10,Box,4887.5
9,1,9,Box,4870.0
22,1,9,Box,4792.5
32,4,2,Box,4742.5
8,5,5,Box,4688.68518518519
33,3,5,Box,4657.5
32,3,1,Box,4647.5
39,3,9,Box,4610.0
13,3,6,Box,4610.0
28,3,7,Box,4550.0
38,5,10,Box,4537.5
32,4,3,Box,4467.5
12,1,7,Box,4457.5
3,3,8,Box,4445.0
15,5,6,Box,4417.5
18,1,10,Box,4385.0
7,4,8,Box,4380.0
21,5,12,Box,4360.0
38,1,6,Box,4310.0
12,5,9,Box,4296.299999999996
24,5,4,Box,4295.0
19,3,11,Box,4245.0
28,1,7,Box,4237.5
21,5,9,Box,4235.0
23,4,8,Box,4233.59
6,4,6,Box,4227.5
18,5,10,Box,4212.5
35,4,4,Box,4200.979999999996
25,5,7,Box,4155.0
10,1,8,Box,4145.0
28,4,8,Box,4097.5
12,1,11,Box,4080.222222222219
38,2,9,Box,4080.0
38,4,11,Box,4055.0
23,5,3,Box,4055.0
33,1,6,Box,4025.0
28,5,7,Box,4022.5
15,4,5,Box,4002.5
12,5,8,Box,3997.5
20,4,7,Box,3992.5
19,2,11,Box,3985.0
37,3,8,Box,3975.0
3,4,7,Box,3972.5
21,1,12,Box,3965.0
7,5,8,Box,3959.5
16,1,8,Box,3945.0
13,3,8,Box,3935.3600000000006
8,2,1,Box,3925.0
37,1,6,Box,3917.5
35,1,12,Box,3912.5
39,2,12,Box,3905.0
18,3,9,Box,3905.0
6,1,10,Box,3905.0
8,2,12,Box,3900.0
37,2,7,Box,3867.5
20,1,7,Box,3865.279999999999
19,2,10,Box,3855.0
4,3,9,Box,3832.5
24,4,10,Box,3827.5
24,4,11,Box,3810.0
8,5,11,Box,3795.0
19,2,12,Box,3745.0
3,3,7,Box,3715.0
6,5,8,Box,3697.5
36,4,7,Box,3695.0
12,5,7,Box,3677.5
9,1,7,Box,3647.5
38,2,3,Box,3640.0
4,2,7,Box,3632.5
35,4,7,Box,3622.5
21,2,10,Box,3617.5
22,5,7,Box,3595.0
39,5,8,Box,3565.0
18,1,3,Box,3557.5
6,3,12,Box,3545.0
6,1,9,Box,3517.5
35,5,9,Box,3502.5
33,3,6,Box,3475.0
7,2,10,Box,3465.0
38,4,8,Box,3460.0
12,2,6,Box,3457.5
7,3,8,Box,3450.0
19,4,10,Box,3430.0
8,5,9,Box,3430.0
6,2,11,Box,3430.0
28,5,8,Box,3410.0
25,4,8,Box,3410.0
33,5,9,Box,3390.0
22,1,5,Box,3390.0
6,1,6,Box,3390.0
12,1,10,Box,3382.5
25,1,9,Box,3352.5
4,4,8,Box,3340.0
22,1,12,Box,3332.5
8,1,4,Box,3332.5
4,1,10,Box,3330.0
22,2,5,Box,3285.0
6,3,9,Box,3277.5
38,2,1,Box,3270.0
20,3,8,Box,3242.5
37,3,9,Box,3223.5999999999913
37,2,6,Box,3215.0
7,2,7,Box,3200.0
7,2,6,Box,3195.0
19,5,7,Box,3162.5
3,4,9,Box,3162.5
7,1,7,Box,3150.0
7,1,9,Box,3142.5
16,2,8,Box,3137.5
7,3,9,Box,3120.0
16,1,10,Box,3070.0
8,1,9,Box,3070.0
14,3,4,Box,3025.0
7,2,9,Box,3002.5
25,5,8,Box,2980.0
3,3,12,Box,2970.0
18,1,12,Box,2967.5
8,5,6,Box,2957.5
8,1,11,Box,2925.0
32,3,3,Box,2922.5
39,1,10,Box,2917.5
22,1,2,Box,2917.5
37,5,6,Box,2912.5
18,3,8,Box,2875.0
28,2,7,Box,2865.0
38,3,7,Box,2857.5
7,3,4,Box,2857.5
18,2,10,Box,2840.0
32,5,4,Box,2835.0
13,2,7,Box,2835.0
18,1,2,Box,2822.5
6,5,6,Box,2805.0
19,4,9,Box,2800.0
25,5,9,Box,2785.0
36,2,10,Box,2780.0
7,3,5,Box,2757.5
35,5,8,Box,2752.5
12,1,9,Box,2732.5
32,1,5,Box,2730.0
18,5,2,Box,2727.5
7,3,1,Box,2722.5
8,2,9,Box,2695.0
3,4,5,Box,2687.5
18,1,7,Box,2682.5
6,3,5,Box,2682.5
6,3,2,Box,2665.0
32,3,2,Box,2657.5
7,2,5,Box,2640.0
32,5,5,Box,2637.5
8,1,3,Box,2630.0
6,1,4,Box,2627.5
38,4,10,Box,2617.5
7,5,5,Box,2616.5
39,3,8,Box,2600.0
28,1,6,Box,2585.0
20,3,7,Box,2567.5
38,4,12,Box,2557.5
19,5,11,Box,2547.5
24,5,5,Box,2527.5
6,3,10,Box,2527.5
39,4,3,Box,2512.5
32,5,7,Box,2507.5
16,5,10,Box,2477.5
24,3,5,Box,2462.5
35,1,10,Box,2455.0
38,3,10,Box,2445.0
12,2,11,Box,2435.0
35,4,8,Box,2429.520000000004
6,5,9,Box,2395.0
20,5,8,Box,2390.0
18,4,5,Box,2375.0
32,1,6,Box,2372.5
10,1,10,Box,2360.0
12,2,9,Box,2347.5
18,3,12,Box,2342.5
18,3,7,Box,2340.0
12,2,10,Box,2340.0
12,5,6,Box,2325.0
9,3,5,Box,2303.5
10,1,7,Box,2302.5
37,3,6,Box,2295.0
7,4,9,Box,2292.5
21,3,12,Box,2277.5
21,4,10,Box,2262.5
21,5,7,Box,2260.0
37,2,9,Box,2232.5
32,1,7,Box,2230.0
24,4,9,Box,2220.0
28,3,5,Box,2207.5
18,5,5,Box,2207.5
28,3,9,Box,2205.0
39,2,6,Box,2200.0
6,1,2,Box,2192.5
36,2,7,Box,2190.0
39,1,5,Box,2165.2592592592555
39,4,1,Box,2162.5
36,2,5,Box,2157.5
