Color,Size,Flavor,Packaging Type,Quantity
33,1,12,Box,1467.5
37,2,10,Box,1453.4000000000015
24,5,11,Box,1447.4999999999964
39,3,10,Box,1442.5
25,2,11,Box,1415.0
20,1,8,Box,1412.5
13,1,12,Box,1410.0
32,4,5,Box,1405.0
37,5,10,Box,1290.0
24,2,9,Box,1260.0
20,2,9,Box,1250.0
12,5,9,Box,1241.2000000000044
32,4,7,Box,1212.5
10,2,10,Box,1212.5
20,1,7,Box,1144.7200000000012
3,5,12,Box,1105.9000000000005
22,3,11,Box,1090.0
23,1,11,Box,1025.0
25,1,11,Box,1018.8000000000001
23,3,3,Box,1011.2900000000009
24,5,9,Box,1007.5
18,4,10,Box,988.8899999999994
22,5,10,Box,982.5
33,3,11,Box,964.6848648648665
23,5,10,Box,790.0
22,2,10,Box,762.5000000000073
23,4,9,Box,760.0
4,2,10,Box,760.0
25,4,10,Box,735.8000000000001
10,4,8,Box,720.5799999999981
32,4,6,Box,652.5
24,3,10,Box,615.0
3,2,10,Box,560.5
20,5,10,Box,528.0000000000018
9,2,10,Box,492.0666666666657
18,4,11,Box,472.5000000000009
36,5,10,Box,428.49999999999727
23,4,8,Box,351.40999999999985
37,4,10,Box,326.00000000000364
13,2,9,Box,241.43000000000757
37,2,11,Box,202.99999999999818
9,3,10,Box,145.99999999998545
38,1,11,Box,112.99999999999818
32,2,8,Box,87.45999999999913
